facility_id,facility_name,facility_other_names,facility_type,primary_commodity,commodities_products,facility_equipment,production_start,production_end,country
COM00003.00,Absaloka,,Mine,Coal,Sub-bituminous coal,,1974.0,,United States of America
COM00008.00,Aguablanca,,Mine,Nickel,"Nickel, Copper, Cobalt, Gold, PGM",Underground,2005.0,2016.0,Spain
COM00009.00,Ahafo,,Mine,Gold,Gold,"Open pit, Underground",2006.0,,Ghana
COM00015.00,Aktogay,,Mine,Copper,"Copper, Silver, Copper cathode, Gold","Open pit, Heap leaching plant",2015.0,,Kazakhstan
COM00016.00,Akyem,,Mine,Gold,Gold,Open pit,2013.0,,Ghana
COM00017.00,Al Ba’itha,,Mine,Aluminium,Bauxite,Open pit,2014.0,,Saudi Arabia
COM00018.00,Alamo Dorado,,Mine,Silver,"Silver, Gold, Copper","Open pit, Leaching plant",2007.0,2017.0,Mexico
COM00020.00,Alexievskaya,"Aleksiyevskaya, Leninskoye",Mine,Coal,Coal,,1964.0,,Russian Federation
COM00021.00,Aljustrel,,Mine,Zinc,"Zinc, Lead",,2007.0,,Portugal
COM00035.00,Ambatovy,Ambatovy Joint Venture,"Mine, Refinery",Nickel,"Nickel, Cobalt",,2011.0,,Madagascar
COM00041.00,Andina,División Andina,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, Underground",1970.0,,Chile
COM00043.00,Andrade,,Mine,Iron,Iron,Open pit,1944.0,,Brazil
COM00050.00,Antapite,,Mine,Gold,"Gold, Silver",Underground,2001.0,,Peru
COM00051.00,Antas,Mina Antas Norte,Mine,Copper,"Copper, Gold","Open pit, Underground",2016.0,,Brazil
COM00054.00,Antucoya,,Mine,Copper,"Copper, Copper cathodes",,2016.0,,Chile
COM00055.00,Anyuan,Ordos Neng Hua,Mine,Coal,Thermal coal,Underground,2004.0,,China
COM00067.00,Argyle,,Mine,Other mine,Diamonds,,1983.0,,Australia
COM00072.00,Ashele,"Xinjiang Ashele Copper Co, Xinjiang Ashele",Mine,Copper,"Copper, Zinc, Silver",Underground,2004.0,,China
COM00074.00,Atasu,West Karazhal,Mine,Iron,Iron,Underground,1976.0,,Kazakhstan
COM00082.00,Azul,,Mine,Other (poly)-metallic,Manganese,Open Pit,1985.0,,Brazil
COM00084.00,Bagdad,,Mine,Copper,"Copper, Molybdenum","Open pit, SX-EW",1945.0,,United States of America
COM00086.00,Bakan,,Mine,Gold,Gold,Heap leaching plant,2004.0,,Indonesia
COM00109.00,Bear Run,,Mine,Coal,Thermal coal,Surface,2010.0,,United States of America
COM00110.00,Beatrix,,Mine,Gold,Gold,"Underground, Open pit",1983.0,,South Africa
COM00113.00,Beckley,,Mine,Coal,Metallurgical coal,Underground,2007.0,,United States of America
COM00115.00,Beisu,,Mine,Coal,Thermal coal,Underground,1976.0,,China
COM00118.00,Belmont,"Speidel, Shugert, Buttermilk, Egypt Valley Wildlife",Mine,Coal,Bituminous coal,Surface,1999.0,,United States of America
COM00123.00,Benga,,Mine,Coal,"Thermal coal, Hard coking coal",,2012.0,,Mozambique
COM00125.00,Berezovskaya,,Mine,Coal,Metallurgical coal,,1958.0,,Russian Federation
COM00128.00,Beulah,,Mine,Coal,Lignite,,1963.0,,United States of America
COM00139.00,Black Mountain,,Mine,Other (poly)-metallic,"Zinc, Lead, Silver, Copper","Open pit, Underground",1980.0,,South Africa
COM00142.00,Blacksville,Blacksville #2,Mine,Coal,"Thermal coal, Metallurgical coal",Underground,1970.0,,United States of America
COM00143.00,Blackwater,,Mine,Coal,Metallurgical bituminous coal,Open pit,1967.0,,Australia
COM00146.00,Bloom Lake,,Mine,Iron,"Iron, Iron ore pellets",Open pit,2010.0,,Canada
COM00150.00,Bodai-Daldali,,Mine,Aluminium,"Bauxite, Alumina",Open pit,2004.0,,India
COM00151.00,Boddington,,Mine,Gold,"Gold, Copper",Open pit,2009.0,,Australia
COM00154.00,Boggabri,,Mine,Coal,Semi-soft coking coal,Open cut,2006.0,,Australia
COM00163.00,Bozshakol,,Mine,Copper,"Gold, Copper, Silver",Open pit,2015.0,,Kazakhstan
COM00164.00,Bozymchak,,Mine,Copper,"Copper, Gold, Silver",Open pit,2014.0,,Kyrgyzstan
COM00168.00,Breapampa,,Mine,Gold,"Gold, Silver",,2012.0,2015.0,Peru
COM00170.00,Broadmeadow,,Mine,Other mine,Metallurgical bituminous coal,Underground,2005.0,,Australia
COM00176.00,Buchanan,,Mine,Coal,Bituminous coal,Underground,1983.0,,United States of America
COM00177.00,Buckingham,,Mine,Coal,Bituminous coal,,2007.0,,United States of America
COM00178.00,Buenavista,"Cananea, Buenavista del Cobre",Mine,Copper,"Copper, Molybdenum, Copper Cathode, Silver","Open pit, SX-EW plant",1899.0,,Mexico
COM00188.00,Bystrinsky GOK,GRK Bystrinkoye,Mine,Copper,"Copper, Iron, Gold",Open pit,2018.0,,Russian Federation
COM00191.00,Cadiz,,Mine,Coal,Bituminous coal,Surface,2000.0,,United States of America
COM00197.00,Candelaria,,Mine,Copper,"Copper, Gold, Silver",Open pit,1993.0,,Chile
COM00205.00,Carlin,,Mine,Gold,Gold,"Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit",1983.0,,United States of America
COM00208.00,Carosue Dam,CDO,Mine,Gold,Gold,,2010.0,,Australia
COM00209.00,Carrapateena,,Mine,Other mine,"Copper, Gold",Underground,2019.0,,Australia
COM00210.00,Casa de Pedra,,Mine,Iron,Iron,Open pit,1913.0,,Brazil
COM00215.00,Caval Ridge,,Mine,Coal,Metallurgical bituminous coal,Open pit,2014.0,,Australia
COM00217.00,CBG Sangaredi,Boke,Mine,Aluminium,Bauxite,,1973.0,,Guinea
COM00224.00,Century,,Mine,Zinc,"Lead, Zinc, Silver",Open pit,1999.0,2016.0,Australia
COM00225.00,Cerrejon,,Mine,Coal,Thermal bituminous coal,Open pit,1976.0,,Colombia
COM00226.00,Cerro Bayo,Fachinal,Mine,Gold,"Gold, Silver",,1995.0,,Chile
COM00229.00,Cerro Moro,,Mine,Gold,"Gold, Silver, Copper","Open pit, Underground",2018.0,,Argentina
COM00230.00,Cerro Negro,,Mine,Gold,"Gold, Silver","Open pit, underground",2014.0,,Argentina
COM00231.00,Cerro Negro Norte,Copiapo Valley,Mine,Iron,Iron ore,,2014.0,,Chile
COM00233.00,Cerro Verde,,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, SX-EW",1976.0,,Peru
COM00244.00,Chapada,,Mine,Copper,"Copper, Gold, Silver",Open pit,2006.0,,Brazil
COM00250.00,Chibuluma South,"Chifupu, Chibuluma Mines plc, Chibuluma",Mine,Copper,Copper,"Underground, Open pit",2006.0,,Zambia
COM00253.00,Chino,,Mine,Copper,Copper,"Open pit, SX-EW",1910.0,,United States of America
COM00256.00,Chotia,,Mine,Coal,Thermal coal,Open pit,2006.0,,India
COM00258.00,Cienega,,Mine,Gold,"Silver, Gold, Lead, Zinc",Underground,1992.0,,Mexico
COM00261.00,Clermont,,Mine,Coal,Thermal coal,,2010.0,,Australia
COM00262.00,Cliffs,Cliffs Mine,Mine,Other mine,Nickel,Underground,2008.0,,Australia
COM00264.00,Climax,,Mine,Other (poly)-metallic,Molybdenum,Open pit,2012.0,,United States of America
COM00266.00,Coal Valley,,Mine,Coal,Bituminous coal,Surface,1978.0,,Canada
COM00269.00,Cobre Las Cruces,Las Cruces,Mine,Copper,"Copper, Copper cathode","Open pit, Leaching tanks",2009.0,,Spain
COM00271.00,Cockatoo Island,,Mine,Iron,"Iron, Iron ore fines",Open pit,1993.0,,Australia
COM00272.00,Codelco Norte,,Mine,Copper,"Copper, Copper cathodes, Molybdenum, Gold, Silver",Open pit,1997.0,,Chile
COM00274.00,Coermotibo and Onverdacht,,Mine,Aluminium,Bauxite,Open pit,1922.0,2015.0,Suriname
COM00277.00,Collingwood,,Mine,Other (poly)-metallic,Tin,Underground,2006.0,2008.0,Australia
COM00280.00,Colstrip,Rosebud Mine,Mine,Coal,Sub-bituminous coal,,1968.0,,United States of America
COM00281.00,Conga,,Mine,Other mine,"Gold, Silver, Copper",,2011.0,,Peru
COM00283.00,Constancia,,Mine,Copper,"Copper, Molybdenum, Gold, Silver",Open pit,2014.0,,Peru
COM00298.00,Coyote Creek,Coyote Creek Mining Company,Mine,Coal,Lignite,Surface,2016.0,,United States of America
COM00300.00,Cracow,,Mine,Gold,"Gold, Silver",Underground,2004.0,,Australia
COM00302.00,Cripple Creek & Victor,"CC&V, Cripple Creek & Victor (CC&V)",Mine,Gold,"Gold, Silver","Open pit, Heap leaching plant",1976.0,,United States of America
COM00305.00,Cuajone,,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, SX plant",1976.0,,Peru
COM00314.00,Darling Range Mines,"ML1SA, Darling Range Mines ML1SA",Mine,Aluminium,Bauxite,Open pit,1963.0,,Australia
COM00319.00,Daunia,,Mine,Coal,Metallurgical bituminous coal,Open pit,2013.0,,Australia
COM00321.00,Daxin,,"Mine, Refinery",Other (poly)-metallic,"Manganese, Electrolytic manganese metal, Manganese briquette, Electrolytic manganese dioxide, Manganese sulfate","Open pit, Underground",1958.0,,China
COM00325.00,Deerni,"Qinghai Deerni, Qinghai West Copper Co",Mine,Copper,"Copper, Copper cathode",Open Pit,2007.0,,China
COM00326.00,Deflector,,Mine,Gold,"Gold, Copper",Underground,2016.0,,Australia
COM00327.00,DeGrussa,,Mine,Copper,"Copper, Gold","Open pit, Underground",2012.0,,Australia
COM00329.00,Denisovskiy,,Mine,Coal,Coking coal,Open pit,2016.0,,Russian Federation
COM00331.00,Dian Dian,"Dian Diane Diane Project, COBAD",Mine,Aluminium,Bauxite,,2017.0,,Guinea
COM00332.00,Diavik,,Mine,Other mine,Diamonds,,2003.0,,Canada
COM00333.00,Didipio,,Mine,Gold,"Gold, Copper, Silver","Open Pit, Underground",2013.0,,Philippines
COM00334.00,Dilworth,,Mine,Coal,Coal,Underground,1984.0,2002.0,United States of America
COM00338.00,Dolores,,Mine,Gold,"Silver, Gold","Open pit, Underground, cyanide heap leaching plant, Merrill Crowe plant",2008.0,,Mexico
COM00341.00,Dotiki Complex,Webster County Coal,Mine,Coal,Coal,Underground,1966.0,2019.0,United States of America
COM00344.00,Driefontein,,Mine,Gold,Gold,"Underground, Surface",1952.0,,South Africa
COM00352.00,Dugald River,,Mine,Zinc,"Zinc, Lead, Silver",,2018.0,,Australia
COM00354.00,Duketon,,Mine,Gold,Gold,,2010.0,,Australia
COM00363.00,Eagle,,Mine,Nickel,"Nickel, Copper",Underground,2014.0,,United States of America
COM00364.00,Eagle Pass,Camino Real Fuels,Mine,Coal,"Bituminous coal, Sub-bituminous coal",Surface,2015.0,,United States of America
COM00368.00,Edikan,"EGM, Edikan Gold Mine, Central Ashanti Gold Project, CAGP",Mine,Gold,Gold,Open pit,2012.0,,Ghana
COM00372.00,El Abra,,Mine,Copper,Copper,"Open pit, SX-EW",1996.0,,Chile
COM00382.00,El Teniente,División El Teniente,"Mine, Smelter",Copper,"Copper, Copper anodes, Molybdenum, Gold, Silver","Open pit, Underground",1904.0,,Chile
COM00383.00,El Volcan,,Mine,Iron,Iron,Open pit,2009.0,2019.0,Mexico
COM00386.00,Eleonore,,Mine,Gold,Gold,Underground,2015.0,,Canada
COM00387.00,Elgaugol,Elga,Mine,Coal,"Coking coal, Thermal coal",Open pit,2011.0,,Russian Federation
COM00389.00,Emery,,Mine,Coal,Coal,"Underground, Surface",1945.0,,United States of America
COM00390.00,Empire,,Mine,Iron,"Iron, Iron ore pellets",Open pit,1963.0,2016.0,United States of America
COM00393.00,Ensham,,Mine,Coal,Thermal coal,"Open cut, Underground",1993.0,,Australia
COM00396.00,Escobal,,Mine,Silver,"Silver, Gold, Zinc, Lead",Underground,2013.0,,Guatemala
COM00397.00,Escondida,,Mine,Copper,"Copper, Copper cathode, Gold, Silver","Open pit,  Oxide leaching, Sulphide leaching",1990.0,,Chile
COM00399.00,Estevan,"Boundary Dam, Bienfait",Mine,Coal,"Lignite, Coal",Surface,1973.0,,Canada
COM00403.00,Extension Hill/Iron Hill,Mid-West Operations,Mine,Iron,"Direct shipping iron ore, Iron ore",,2011.0,2021.0,Australia
COM00408.00,Falkirk,The Falkirk Mining Company,Mine,Coal,Lignite,Surface,1978.0,,United States of America
COM00412.00,Fernandinho,,Mine,Iron,Iron,Open pit,1950.0,,Brazil
COM00417.00,FNI Cagdianao,,Mine,Nickel,Nickel,,2007.0,,Philippines
COM00422.00,Fortnum Gold Operations,"Fortnum Gold Operations (FGO), FGO",Mine,Gold,Gold,"Open pit, Underground, Carbon-in-leach plant",2017.0,,Australia
COM00425.00,Francisco,,Mine,Coal,Thermal coal,"Surface, Underground",2005.0,,United States of America
COM00428.00,Freedom,The Coteau Properties Company,Mine,Coal,Lignite,Surface,1983.0,,United States of America
COM00429.00,Fresnillo,,Mine,Silver,"Silver, Gold, Lead, Zinc",Underground,1554.0,,Mexico
COM00431.00,Frontier,,Mine,Copper,Copper,Open pit,2007.0,,DR Congo
COM00436.00,Gabriela Mistral,"División Gabriela Mistral, Gaby",Mine,Copper,"Copper, Copper cathodes",Open pit,2008.0,,Chile
COM00448.00,Genesee,,Mine,Coal,Sub-bituminous coal,Surface,1988.0,,Canada
COM00484.00,Golden Grove,,Mine,Copper,"Zinc, Copper, PGM, Copper, Lead, Gold, Silver","Open pit, Underground",1990.0,,Australia
COM00486.00,Goldex,,Mine,Gold,Gold,Underground,2008.0,,Canada
COM00489.00,Goonyella Riverside,,Mine,Coal,"Metallurgical bituminous coal, Thermal bituminous coal",Open pit,1971.0,,Australia
COM00491.00,Gove,,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,1970.0,,Australia
COM00496.00,Grasberg,,Mine,Copper,"Copper, Gold, Silver","Open pit, Underground",1967.0,,Indonesia
COM00502.00,Gregory,,Mine,Coal,"Thermal bituminous coal, Metallurgical coal",Open pit,1979.0,2012.0,Australia
COM00503.00,Griffin,,Mine,Coal,Thermal coal,,1927.0,,Australia
COM00506.00,Gualcamayo,,Mine,Gold,Gold,"Open pit, Underground",2009.0,,Argentina
COM00509.00,Guizhou,,"Mine, Refinery, Smelter",Aluminium,"Bauxite, Alumina, Aluminium","Open pit, Underground",1978.0,,China
COM00512.00,Gunnedah,,"Mine, Refinery",Coal,Coal,Open cut,2002.0,,Australia
COM00516.00,Haile,HGM,Mine,Gold,Gold,"Open Pit, Underground",1837.0,,United States of America
COM00517.00,Halls Creek,Nicolsons,Mine,Gold,Gold,Underground,2015.0,,Australia
COM00521.00,Hamilton Complex,Hamilton County Coal,Mine,Coal,Coal,Underground,2013.0,,United States of America
COM00530.00,Henderson,,Mine,Other (poly)-metallic,Molybdenum,Open pit,1976.0,,United States of America
COM00533.00,Herradura,La Herradura,Mine,Gold,"Gold, Silver","Open pit, Heap leach, Merrill-Crowe, Dynamic leaching plant",1997.0,,Mexico
COM00534.00,Hibbing,Hibbing Taconite,Mine,Iron,Iron,Open pit,1976.0,,United States of America
COM00539.00,Highvale,Sundance,Mine,Coal,Thermal coal,,1970.0,,Canada
COM00544.00,Hope Downs,,Mine,Iron,Iron ore,Open Pit,2007.0,,Australia
COM00549.00,Humphrey,,Mine,Coal,Coal,Underground,1956.0,2002.0,United States of America
COM00560.00,IMMSA - Charcas,,Mine,Zinc,"Zinc, Lead, Copper",,1911.0,,Mexico
COM00564.00,IMMSA - Taxco,,Mine,Zinc,"Zinc, Lead","Underground, Flotation",1918.0,,Mexico
COM00565.00,Impumelelo,,Mine,Coal,Coal,Underground,2015.0,,South Africa
COM00567.00,Inaglinskiy,,Mine,Coal,Coking coal,Open pit,2016.0,,Russian Federation
COM00569.00,Ingulets GOK,"InGOK, JSC Ingulets Mining and Processing Works",Mine,Iron,Iron,Open pit,1965.0,,Ukraine
COM00577.00,Iron Valley,,Mine,Iron,Iron,,2015.0,,Australia
COM00586.00,Jabal Sayid,,Mine,Copper,Copper,,2016.0,,Saudi Arabia
COM00587.00,Jacinth-Ambrosia,"Jacinth, Ambrosia","Mine, Refinery",Iron,"Zircon, Rutile, Ilmenite",Open pit,2009.0,,Australia
COM00588.00,Jacobina,,Mine,Gold,Gold,Underground,1983.0,,Brazil
COM00589.00,Jamalco,,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,1963.0,,Jamaica
COM00593.00,Jewett,,Mine,Coal,Lignite,,1985.0,2017.0,United States of America
COM00597.00,Jimblebar,,Mine,Iron,Iron,Open pit,1989.0,,Australia
COM00601.00,Jones Fork Complex,,Mine,Coal,Coal,"Underground, Surface",1992.0,,United States of America
COM00603.00,Julcani,,Mine,Silver,"Gold, Silver, Lead, Copper",Underground,1953.0,,Peru
COM00607.00,Juruti,,Mine,Aluminium,Bauxite,Open pit,2009.0,,Brazil
COM00611.00,Kalgoorlie,"Super Pit, KCGM, Kalgoorlie Consolidated Gold Mines Pty Ltd",Mine,Gold,Gold,"Open pit, Underground",1989.0,,Australia
COM00615.00,Kangala,Kangala Colliery,Mine,Coal,Thermal coal,Open pit,2014.0,,South Africa
COM00616.00,Kangalassky,,Mine,Coal,Thermal coal,Open pit,1962.0,,Russian Federation
COM00619.00,Karaganda,,Mine,Coal,"Coking coal, Thermal coal",Underground,1996.0,,Kazakhstan
COM00622.00,Karelsky Okatysh,Kostomukshinsky,Mine,Iron,"Iron, Iron concentrate, Iron ore pellets",,1982.0,,Russian Federation
COM00625.00,Kayad,,Mine,Zinc,"Lead, Zinc",Underground,2014.0,,India
COM00630.00,Kemmerer,,Mine,Coal,Sub-bituminous coal,Surface,1950.0,,United States of America
COM00631.00,Kensington,,Mine,Gold,Gold,Underground,2010.0,,United States of America
COM00632.00,Kentobe,,Mine,Iron,Iron,Open pit,1983.0,,Kazakhstan
COM00638.00,Khumani,"Bruce 544, King 561, Mokaning 560, BKM Project,",Mine,Iron,Iron,Open pit,2008.0,,South Africa
COM00641.00,Kia-Shaltyr,Kiya Shaltyr Nepheline Syenite,Mine,Other mine,Nepheline ore,Open pit,1963.0,,Russian Federation
